store,date,year,month,week,quarter,month_fac,is_holiday,type,size,total_weekly_sales,temperature,fuel_price,cpi,unemployment
14,2011-02-11,2011,2,6,1,Feb,TRUE,A,200898,1980405.0299999998,30.3,3.239,183.7016129,8.549
14,2011-02-18,2011,2,7,1,Feb,FALSE,A,200898,2019031.6700000002,40.7,3.245,183.9371353,8.549
14,2011-02-25,2011,2,8,1,Feb,FALSE,A,200898,1875708.8800000001,35.78,3.274,184.1625632,8.549
14,2011-03-04,2011,3,9,1,Mar,FALSE,A,200898,2041215.61,38.65,3.433,184.3879911,8.549
14,2011-03-11,2011,3,10,1,Mar,FALSE,A,200898,1931104.6700000002,45.01,3.582,184.613419,8.549
14,2011-03-18,2011,3,11,1,Mar,FALSE,A,200898,1932491.42,46.66,3.631,184.809719,8.549
14,2011-03-25,2011,3,12,1,Mar,FALSE,A,200898,1879451.2299999995,41.76,3.625,184.9943679,8.549
14,2011-04-01,2011,4,13,2,Apr,FALSE,A,200898,1869110.5499999998,37.27,3.638,185.1790167,8.521
14,2011-04-08,2011,4,14,2,Apr,FALSE,A,200898,2037798.8800000004,48.71,3.72,185.3636656,8.521
14,2011-04-15,2011,4,15,2,Apr,FALSE,A,200898,1974960.8599999999,53.69,3.821,185.5339821,8.521
14,2011-04-22,2011,4,16,2,Apr,FALSE,A,200898,2256461.3899999997,53.04,3.892,185.6684673,8.521
14,2011-04-29,2011,4,17,2,Apr,FALSE,A,200898,1930617.64,66.18,3.962,185.8029526,8.521
14,2011-05-06,2011,5,18,2,May,FALSE,A,200898,2095599.9300000002,58.21,4.046,185.9374378,8.521
14,2011-05-13,2011,5,19,2,May,FALSE,A,200898,2004330.3,60.38,4.066,186.0719231,8.521
14,2011-05-20,2011,5,20,2,May,FALSE,A,200898,1959967.7999999998,62.28,4.062,185.9661154,8.521
14,2011-05-27,2011,5,21,2,May,FALSE,A,200898,2080694.2399999998,69.7,3.985,185.8603077,8.521
14,2011-06-03,2011,6,22,2,Jun,FALSE,A,200898,2079899.47,76.38,3.922,185.7545,8.521
14,2011-06-10,2011,6,23,2,Jun,FALSE,A,200898,2132446.0000000005,73.88,3.881,185.6486923,8.521
14,2011-06-17,2011,6,24,2,Jun,FALSE,A,200898,2082083.34,69.32,3.842,185.6719333,8.521
14,2011-06-24,2011,6,25,2,Jun,FALSE,A,200898,2069523.5200000003,74.85,3.804,185.7919609,8.521
14,2011-07-01,2011,7,26,3,Jul,FALSE,A,200898,2074668.1899999995,74.04,3.748,185.9119885,8.625
14,2011-07-08,2011,7,27,3,Jul,FALSE,A,200898,2063401.06,77.49,3.711,186.032016,8.625
14,2011-07-15,2011,7,28,3,Jul,FALSE,A,200898,1953544.76,78.47,3.76,186.1399808,8.625
14,2011-07-22,2011,7,29,3,Jul,FALSE,A,200898,1882070.88,82.33,3.811,186.2177885,8.625
14,2011-07-29,2011,7,30,3,Jul,FALSE,A,200898,1871021.0099999998,81.31,3.829,186.2955962,8.625
14,2011-08-05,2011,8,31,3,Aug,FALSE,A,200898,2066020.6900000004,78.22,3.842,186.3734038,8.625
14,2011-08-12,2011,8,32,3,Aug,FALSE,A,200898,1928773.8199999998,77,3.812,186.4512115,8.625
14,2011-08-19,2011,8,33,3,Aug,FALSE,A,200898,1896873.99,72.98,3.747,186.5093071,8.625
14,2011-08-26,2011,8,34,3,Aug,FALSE,A,200898,2273470.6199999996,72.55,3.704,186.5641172,8.625
14,2011-09-02,2011,9,35,3,Sep,FALSE,A,200898,1750891.4700000002,70.63,3.703,186.6189274,8.625
14,2011-09-09,2011,9,36,3,Sep,TRUE,A,200898,2202742.9,71.48,3.738,186.6737376,8.625
14,2011-09-16,2011,9,37,3,Sep,FALSE,A,200898,1864637.89,69.17,3.742,186.8024,8.625
14,2011-09-23,2011,9,38,3,Sep,FALSE,A,200898,1871555.6400000006,63.75,3.711,187.0295321,8.625
14,2011-09-30,2011,9,39,3,Sep,FALSE,A,200898,1809989.2900000003,70.66,3.645,187.2566641,8.625
14,2011-10-07,2011,10,40,4,Oct,FALSE,A,200898,2078796.76,55.82,3.583,187.4837962,8.523
14,2011-10-14,2011,10,41,4,Oct,FALSE,A,200898,1890870.7499999995,63.82,3.541,187.6917481,8.523
14,2011-10-21,2011,10,42,4,Oct,FALSE,A,200898,2009004.59,59.6,3.57,187.7846197,8.523
14,2011-10-28,2011,10,43,4,Oct,FALSE,A,200898,2056846.1200000003,51.78,3.569,187.8774913,8.523
14,2011-11-04,2011,11,44,4,Nov,FALSE,A,200898,2174056.71,43.92,3.551,187.9703629,8.523
14,2011-11-11,2011,11,45,4,Nov,FALSE,A,200898,2081534.6499999997,47.65,3.53,188.0632345,8.523
14,2011-11-18,2011,11,46,4,Nov,FALSE,A,200898,1969360.7200000002,51.34,3.53,188.1983654,8.523
14,2011-11-25,2011,11,47,4,Nov,TRUE,A,200898,2685351.8100000005,48.71,3.492,188.3504,8.523
14,2011-12-02,2011,12,48,4,Dec,FALSE,A,200898,2143080.57,50.19,3.452,188.5024346,8.523
14,2011-12-09,2011,12,49,4,Dec,FALSE,A,200898,2470581.29,46.57,3.415,188.6544692,8.523
14,2011-12-16,2011,12,50,4,Dec,FALSE,A,200898,2594363.09,39.93,3.413,188.7979349,8.523
14,2011-12-23,2011,12,51,4,Dec,FALSE,A,200898,3369068.9899999993,42.27,3.389,188.9299752,8.523
14,2011-12-30,2011,12,52,4,Dec,TRUE,A,200898,1914148.8900000001,37.79,3.389,189.0620155,8.523
14,2012-01-06,2012,1,1,1,Jan,FALSE,A,200898,1859144.9599999997,35.88,3.422,189.1940558,8.424
14,2012-01-13,2012,1,2,1,Jan,FALSE,A,200898,1696248.2700000005,41.18,3.513,189.3260962,8.424
14,2012-01-20,2012,1,3,1,Jan,FALSE,A,200898,1789113.3200000003,31.85,3.533,189.4214733,8.424
14,2012-01-27,2012,1,4,1,Jan,FALSE,A,200898,1595362.2700000003,37.93,3.567,189.5168505,8.424
14,2012-02-03,2012,2,5,1,Feb,FALSE,A,200898,1877410.3599999996,42.96,3.617,189.6122277,8.424
14,2012-02-10,2012,2,6,1,Feb,TRUE,A,200898,2077256.24,37,3.64,189.7076048,8.424
14,2012-02-17,2012,2,7,1,Feb,FALSE,A,200898,2020550.9899999995,36.85,3.695,189.8424834,8.424
14,2012-02-24,2012,2,8,1,Feb,FALSE,A,200898,1875040.1600000001,42.86,3.739,190.0069881,8.424
14,2012-03-02,2012,3,9,1,Mar,FALSE,A,200898,1926004.9899999998,41.55,3.816,190.1714927,8.424
14,2012-03-09,2012,3,10,1,Mar,FALSE,A,200898,2020839.3100000003,45.52,3.848,190.3359973,8.424
14,2012-03-16,2012,3,11,1,Mar,FALSE,A,200898,1941040.5000000002,50.56,3.862,190.4618964,8.424
14,2012-03-23,2012,3,12,1,Mar,FALSE,A,200898,1893447.7099999997,59.45,3.9,190.5363213,8.424
14,2012-03-30,2012,3,13,1,Mar,FALSE,A,200898,1905033.01,50.04,3.953,190.6107463,8.424
14,2012-04-06,2012,4,14,2,Apr,FALSE,A,200898,2376022.26,49.73,3.996,190.6851712,8.567
14,2012-04-13,2012,4,15,2,Apr,FALSE,A,200898,1912909.69,51.83,4.044,190.7595962,8.567
14,2012-04-20,2012,4,16,2,Apr,FALSE,A,200898,1875686.4399999995,63.13,4.027,190.8138013,8.567
14,2012-04-27,2012,4,17,2,Apr,FALSE,A,200898,1784029.95,53.2,4.004,190.8680064,8.567
14,2012-05-04,2012,5,18,2,May,FALSE,A,200898,1949354.2900000003,55.21,3.951,190.9222115,8.567
14,2012-05-11,2012,5,19,2,May,FALSE,A,200898,1987531.0499999996,61.24,3.889,190.9764167,8.567
14,2012-05-18,2012,5,20,2,May,FALSE,A,200898,1932233.1699999997,66.3,3.848,190.9964479,8.567
14,2012-05-25,2012,5,21,2,May,FALSE,A,200898,2030869.6099999996,67.21,3.798,191.0028096,8.567
14,2012-06-01,2012,6,22,2,Jun,FALSE,A,200898,2049485.4899999995,74.48,3.742,191.0091712,8.567
14,2012-06-08,2012,6,23,2,Jun,FALSE,A,200898,2099615.88,64.3,3.689,191.0155329,8.567
14,2012-06-15,2012,6,24,2,Jun,FALSE,A,200898,1905733.68,71.93,3.62,191.0299731,8.567
14,2012-06-22,2012,6,25,2,Jun,FALSE,A,200898,1660228.88,74.22,3.564,191.0646096,8.567
14,2012-06-29,2012,6,26,2,Jun,FALSE,A,200898,1591835.02,75.22,3.506,191.0992462,8.567
14,2012-07-06,2012,7,27,3,Jul,FALSE,A,200898,1862128.9500000002,82.99,3.475,191.1338827,8.684
14,2012-07-13,2012,7,28,3,Jul,FALSE,A,200898,1544422.3500000003,79.97,3.523,191.1685192,8.684
14,2012-07-20,2012,7,29,3,Jul,FALSE,A,200898,1553250.1600000006,78.89,3.567,191.1670428,8.684
14,2012-07-27,2012,7,30,3,Jul,FALSE,A,200898,1479514.66,77.2,3.647,191.1655664,8.684
14,2012-08-03,2012,8,31,3,Aug,FALSE,A,200898,1656886.46,76.58,3.654,191.16409,8.684
14,2012-08-10,2012,8,32,3,Aug,FALSE,A,200898,1648570.0300000005,78.65,3.722,191.1626135,8.684
14,2012-08-17,2012,8,33,3,Aug,FALSE,A,200898,1660433.3000000003,75.71,3.807,191.2284919,8.684
14,2012-08-24,2012,8,34,3,Aug,FALSE,A,200898,1621841.33,72.62,3.834,191.3448865,8.684
14,2012-08-31,2012,8,35,3,Aug,FALSE,A,200898,1613342.19,75.09,3.867,191.461281,8.684
14,2012-09-07,2012,9,36,3,Sep,TRUE,A,200898,1904512.3399999996,75.7,3.911,191.5776756,8.684
14,2012-09-14,2012,9,37,3,Sep,FALSE,A,200898,1554794.22,67.87,3.948,191.69985,8.684
14,2012-09-21,2012,9,38,3,Sep,FALSE,A,200898,1565352.4599999997,65.32,4.038,191.8567038,8.684
14,2012-09-28,2012,9,39,3,Sep,FALSE,A,200898,1522512.2,64.88,3.997,192.0135577,8.684
14,2012-10-05,2012,10,40,4,Oct,FALSE,A,200898,1687592.1600000001,64.89,3.985,192.1704115,8.667
14,2012-10-12,2012,10,41,4,Oct,FALSE,A,200898,1639585.6100000003,54.47,4,192.3272654,8.667
14,2012-10-19,2012,10,42,4,Oct,FALSE,A,200898,1590274.7200000004,56.47,3.969,192.3308542,8.667
14,2012-10-26,2012,10,43,4,Oct,FALSE,A,200898,1704357.62,58.85,3.882,192.3088989,8.667
15,2010-02-05,2010,2,5,1,Feb,FALSE,B,123737,652122.4400000001,19.83,2.954,131.5279032,8.35
15,2010-02-12,2010,2,6,1,Feb,TRUE,B,123737,682447.1000000001,22,2.94,131.5866129,8.35
15,2010-02-19,2010,2,7,1,Feb,FALSE,B,123737,660838.7500000001,27.54,2.909,131.637,8.35
15,2010-02-26,2010,2,8,1,Feb,FALSE,B,123737,564883.2,29.87,2.91,131.686,8.35
15,2010-03-05,2010,3,9,1,Mar,FALSE,B,123737,605325.4299999998,31.79,2.919,131.735,8.35
15,2010-03-12,2010,3,10,1,Mar,FALSE,B,123737,604173.5900000001,41.39,2.938,131.784,8.35
15,2010-03-19,2010,3,11,1,Mar,FALSE,B,123737,593710.6699999997,44.69,2.96,131.8242903,8.35
15,2010-03-26,2010,3,12,1,Mar,FALSE,B,123737,592111.4900000002,39.53,2.963,131.863129,8.35
15,2010-04-02,2010,4,13,2,Apr,FALSE,B,123737,718470.7100000003,45.27,2.957,131.9019677,8.185
15,2010-04-09,2010,4,14,2,Apr,FALSE,B,123737,634605.7700000001,57.77,2.992,131.9408065,8.185
15,2010-04-16,2010,4,15,2,Apr,FALSE,B,123737,641208.65,49.63,3.01,131.9809,8.185
15,2010-04-23,2010,4,16,2,Apr,FALSE,B,123737,643097.6000000003,46.54,3.021,132.0226667,8.185
15,2010-04-30,2010,4,17,2,Apr,FALSE,B,123737,570791.11,49.09,3.042,132.0644333,8.185
15,2010-05-07,2010,5,18,2,May,FALSE,B,123737,661348.8800000001,63.16,3.095,132.1062,8.185
15,2010-05-14,2010,5,19,2,May,FALSE,B,123737,594385.2000000001,47.13,3.112,132.152129,8.185
15,2010-05-21,2010,5,20,2,May,FALSE,B,123737,616598.1,59.09,3.096,132.2230323,8.185
15,2010-05-28,2010,5,21,2,May,FALSE,B,123737,744772.8800000002,70.61,3.046,132.2939355,8.185
15,2010-06-04,2010,6,22,2,Jun,FALSE,B,123737,693192.5000000001,69.99,3.006,132.3648387,8.185
15,2010-06-11,2010,6,23,2,Jun,FALSE,B,123737,619337.29,61.04,2.972,132.4357419,8.185
15,2010-06-18,2010,6,24,2,Jun,FALSE,B,123737,652329.5299999999,65.83,2.942,132.4733333,8.185
15,2010-06-25,2010,6,25,2,Jun,FALSE,B,123737,672194.0299999998,72.79,2.958,132.4976,8.185
15,2010-07-02,2010,7,26,3,Jul,FALSE,B,123737,709337.1100000001,66.13,2.958,132.5218667,8.099
15,2010-07-09,2010,7,27,3,Jul,FALSE,B,123737,691497.62,77.33,2.94,132.5461333,8.099
15,2010-07-16,2010,7,28,3,Jul,FALSE,B,123737,633203.69,72.83,2.933,132.5667742,8.099
15,2010-07-23,2010,7,29,3,Jul,FALSE,B,123737,598553.43,73.2,2.924,132.5825806,8.099
15,2010-07-30,2010,7,30,3,Jul,FALSE,B,123737,619224.06,72.04,2.932,132.5983871,8.099
15,2010-08-06,2010,8,31,3,Aug,FALSE,B,123737,639651.2400000001,72.7,2.942,132.6141935,8.099
15,2010-08-13,2010,8,32,3,Aug,FALSE,B,123737,622437.08,72.17,2.923,132.63,8.099
15,2010-08-20,2010,8,33,3,Aug,FALSE,B,123737,637090.4400000001,71.1,2.913,132.6616129,8.099
15,2010-08-27,2010,8,34,3,Aug,FALSE,B,123737,649791.1499999998,65.07,2.885,132.6932258,8.099
15,2010-09-03,2010,9,35,3,Sep,FALSE,B,123737,638647.2099999998,73.17,2.86,132.7248387,8.099
15,2010-09-10,2010,9,36,3,Sep,TRUE,B,123737,641965.2000000002,62.36,2.837,132.7564516,8.099
15,2010-09-17,2010,9,37,3,Sep,FALSE,B,123737,583210.8699999998,57.94,2.846,132.7670667,8.099
15,2010-09-24,2010,9,38,3,Sep,FALSE,B,123737,548542.4700000001,62.53,2.837,132.7619333,8.099
15,2010-10-01,2010,10,39,4,Oct,FALSE,B,123737,566945.9499999998,59.69,2.84,132.7568,8.067
15,2010-10-08,2010,10,40,4,Oct,FALSE,B,123737,591603.7899999999,52.19,2.903,132.7516667,8.067
15,2010-10-15,2010,10,41,4,Oct,FALSE,B,123737,577011.2599999999,49.96,2.999,132.7633548,8.067
15,2010-10-22,2010,10,42,4,Oct,FALSE,B,123737,600395.7299999997,47.1,3.049,132.8170968,8.067
15,2010-10-29,2010,10,43,4,Oct,FALSE,B,123737,598301.4999999999,55.09,3.055,132.8708387,8.067
15,2010-11-05,2010,11,44,4,Nov,FALSE,B,123737,612987.64,40.29,3.049,132.9245806,8.067
15,2010-11-12,2010,11,45,4,Nov,FALSE,B,123737,619639.7399999996,39.63,3.065,132.9783226,8.067
15,2010-11-19,2010,11,46,4,Nov,FALSE,B,123737,608200.8099999998,44.1,3.138,132.9172,8.067
15,2010-11-26,2010,11,47,4,Nov,TRUE,B,123737,1120018.9200000002,40.71,3.186,132.8369333,8.067
15,2010-12-03,2010,12,48,4,Dec,FALSE,B,123737,754134.95,36,3.2,132.7566667,8.067
15,2010-12-10,2010,12,49,4,Dec,FALSE,B,123737,847294.04,23.97,3.255,132.6764,8.067
15,2010-12-17,2010,12,50,4,Dec,FALSE,B,123737,983825.1499999998,25.3,3.301,132.6804516,8.067
15,2010-12-24,2010,12,51,4,Dec,FALSE,B,123737,1368318.17,25.07,3.309,132.7477419,8.067
15,2010-12-31,2010,12,52,4,Dec,TRUE,B,123737,543754.1699999999,26.54,3.336,132.8150323,8.067
15,2011-01-07,2011,1,1,1,Jan,FALSE,B,123737,509640.77,30.53,3.351,132.8823226,7.771
15,2011-01-14,2011,1,2,1,Jan,FALSE,B,123737,479424.2,19.53,3.367,132.9510645,7.771
15,2011-01-21,2011,1,3,1,Jan,FALSE,B,123737,487311.02999999997,21.84,3.391,133.0285161,7.771
15,2011-01-28,2011,1,4,1,Jan,FALSE,B,123737,481119.5999999999,19.61,3.402,133.1059677,7.771
15,2011-02-04,2011,2,5,1,Feb,FALSE,B,123737,556550.85,20.69,3.4,133.1834194,7.771
15,2011-02-11,2011,2,6,1,Feb,TRUE,B,123737,582864.3500000002,21.64,3.416,133.260871,7.771
15,2011-02-18,2011,2,7,1,Feb,FALSE,B,123737,649993.4999999999,33.06,3.42,133.3701429,7.771
15,2011-02-25,2011,2,8,1,Feb,FALSE,B,123737,547564.09,20.87,3.452,133.4921429,7.771
15,2011-03-04,2011,3,9,1,Mar,FALSE,B,123737,573374.4899999999,28.16,3.605,133.6141429,7.771
15,2011-03-11,2011,3,10,1,Mar,FALSE,B,123737,537035.2800000003,34.27,3.752,133.7361429,7.771
15,2011-03-18,2011,3,11,1,Mar,FALSE,B,123737,551553.9900000001,40.23,3.796,133.8492258,7.771
15,2011-03-25,2011,3,12,1,Mar,FALSE,B,123737,527389.2800000001,32.63,3.789,133.9587419,7.771
15,2011-04-01,2011,4,13,2,Apr,FALSE,B,123737,542556.0500000002,30.34,3.811,134.0682581,7.658
15,2011-04-08,2011,4,14,2,Apr,FALSE,B,123737,587370.8099999999,40.94,3.895,134.1777742,7.658
15,2011-04-15,2011,4,15,2,Apr,FALSE,B,123737,607691.3600000002,48.63,3.981,134.2784667,7.658
15,2011-04-22,2011,4,16,2,Apr,FALSE,B,123737,655318.2600000002,41.37,4.061,134.3571,7.658
15,2011-04-29,2011,4,17,2,Apr,FALSE,B,123737,560764.4100000001,55.46,4.117,134.4357333,7.658
15,2011-05-06,2011,5,18,2,May,FALSE,B,123737,630522.6699999999,49.87,4.192,134.5143667,7.658
15,2011-05-13,2011,5,19,2,May,FALSE,B,123737,630482.9099999999,57.07,4.211,134.593,7.658
15,2011-05-20,2011,5,20,2,May,FALSE,B,123737,593941.8999999998,57.19,4.202,134.6803871,7.658
15,2011-05-27,2011,5,21,2,May,FALSE,B,123737,636193.2399999999,65.87,4.134,134.7677742,7.658
15,2011-06-03,2011,6,22,2,Jun,FALSE,B,123737,695396.1900000002,69.8,4.069,134.8551613,7.658
15,2011-06-10,2011,6,23,2,Jun,FALSE,B,123737,642679.81,69.86,4.025,134.9425484,7.658
15,2011-06-17,2011,6,24,2,Jun,FALSE,B,123737,639928.8499999997,63.9,3.989,135.0837333,7.658
15,2011-06-24,2011,6,25,2,Jun,FALSE,B,123737,656594.9500000001,69.96,3.964,135.2652667,7.658
15,2011-07-01,2011,7,26,3,Jul,FALSE,B,123737,674669.1599999999,67.43,3.916,135.4468,7.806
15,2011-07-08,2011,7,27,3,Jul,FALSE,B,123737,635118.4799999999,73.47,3.886,135.6283333,7.806
15,2011-07-15,2011,7,28,3,Jul,FALSE,B,123737,624114.5600000002,73.34,3.915,135.7837419,7.806
15,2011-07-22,2011,7,29,3,Jul,FALSE,B,123737,607475.44,79.97,3.972,135.8738387,7.806
15,2011-07-29,2011,7,30,3,Jul,FALSE,B,123737,577511.0199999999,74.67,4.004,135.9639355,7.806
15,2011-08-05,2011,8,31,3,Aug,FALSE,B,123737,607961.2099999998,73.63,4.02,136.0540323,7.806
15,2011-08-12,2011,8,32,3,Aug,FALSE,B,123737,590836.37,70.63,3.995,136.144129,7.806
15,2011-08-19,2011,8,33,3,Aug,FALSE,B,123737,599488.9800000001,70.41,3.942,136.183129,7.806
15,2011-08-26,2011,8,34,3,Aug,FALSE,B,123737,605413.1699999999,69.19,3.906,136.2136129,7.806
15,2011-09-02,2011,9,35,3,Sep,FALSE,B,123737,649159.6800000002,67.63,3.879,136.2440968,7.806
15,2011-09-09,2011,9,36,3,Sep,TRUE,B,123737,607593.5100000001,67.59,3.93,136.2745806,7.806
15,2011-09-16,2011,9,37,3,Sep,FALSE,B,123737,545052.34,62.1,3.937,136.3145,7.806
15,2011-09-23,2011,9,38,3,Sep,FALSE,B,123737,545570.8599999999,59,3.899,136.367,7.806
15,2011-09-30,2011,9,39,3,Sep,FALSE,B,123737,521297.30999999976,64.87,3.858,136.4195,7.806
15,2011-10-07,2011,10,40,4,Oct,FALSE,B,123737,579068.8799999999,51.24,3.775,136.472,7.866
15,2011-10-14,2011,10,41,4,Oct,FALSE,B,123737,537300.9400000001,61.3,3.744,136.5150968,7.866
15,2011-10-21,2011,10,42,4,Oct,FALSE,B,123737,603318.89,51.67,3.757,136.5017742,7.866
15,2011-10-28,2011,10,43,4,Oct,FALSE,B,123737,589842.6899999998,45.54,3.757,136.4884516,7.866
15,2011-11-04,2011,11,44,4,Nov,FALSE,B,123737,615121.7800000001,43.39,3.738,136.475129,7.866
15,2011-11-11,2011,11,45,4,Nov,FALSE,B,123737,618949.8200000001,47.13,3.719,136.4618065,7.866
15,2011-11-18,2011,11,46,4,Nov,FALSE,B,123737,597856.51,46.53,3.717,136.4666667,7.866
15,2011-11-25,2011,11,47,4,Nov,TRUE,B,123737,1066478.1,41.1,3.689,136.4788,7.866
15,2011-12-02,2011,12,48,4,Dec,FALSE,B,123737,699028.66,45.67,3.666,136.4909333,7.866
15,2011-12-09,2011,12,49,4,Dec,FALSE,B,123737,764565.5500000002,38.53,3.627,136.5030667,7.866
15,2011-12-16,2011,12,50,4,Dec,FALSE,B,123737,870415.4899999998,35.49,3.611,136.53351610000001,7.866
15,2011-12-23,2011,12,51,4,Dec,FALSE,B,123737,1182691.8699999996,34.93,3.587,136.5883871,7.866
15,2011-12-30,2011,12,52,4,Dec,TRUE,B,123737,603460.7900000002,31.44,3.566,136.6432581,7.866
15,2012-01-06,2012,1,1,1,Jan,FALSE,B,123737,516087.6500000002,30.24,3.585,136.698129,7.943
15,2012-01-13,2012,1,2,1,Jan,FALSE,B,123737,454183.4200000001,36.26,3.666,136.753,7.943
15,2012-01-20,2012,1,3,1,Jan,FALSE,B,123737,492721.85000000003,21.39,3.705,136.8564194,7.943
15,2012-01-27,2012,1,4,1,Jan,FALSE,B,123737,466045.62999999983,30.87,3.737,136.9598387,7.943
15,2012-02-03,2012,2,5,1,Feb,FALSE,B,123737,523831.6400000001,35.3,3.796,137.0632581,7.943
15,2012-02-10,2012,2,6,1,Feb,TRUE,B,123737,628218.22,31.91,3.826,137.1666774,7.943
15,2012-02-17,2012,2,7,1,Feb,FALSE,B,123737,598502.83,30.26,3.874,137.2583103,7.943
15,2012-02-24,2012,2,8,1,Feb,FALSE,B,123737,561137.0599999997,33.18,3.917,137.3411034,7.943
15,2012-03-02,2012,3,9,1,Mar,FALSE,B,123737,541292.6400000002,33.24,3.983,137.4238966,7.943
15,2012-03-09,2012,3,10,1,Mar,FALSE,B,123737,545120.6699999999,36.97,4.021,137.5066897,7.943
15,2012-03-16,2012,3,11,1,Mar,FALSE,B,123737,570611.2300000001,47.42,4.021,137.5843871,7.943
15,2012-03-23,2012,3,12,1,Mar,FALSE,B,123737,565481.8799999998,58.92,4.054,137.6552903,7.943
15,2012-03-30,2012,3,13,1,Mar,FALSE,B,123737,557547.2499999999,42.65,4.098,137.7261935,7.943
15,2012-04-06,2012,4,14,2,Apr,FALSE,B,123737,659950.3600000002,40.01,4.143,137.7970968,8.15
15,2012-04-13,2012,4,15,2,Apr,FALSE,B,123737,558585.13,43.52,4.187,137.868,8.15
15,2012-04-20,2012,4,16,2,Apr,FALSE,B,123737,534780.5699999997,54.47,4.17,137.9230667,8.15
15,2012-04-27,2012,4,17,2,Apr,FALSE,B,123737,527402.6199999999,41.57,4.163,137.9781333,8.15
15,2012-05-04,2012,5,18,2,May,FALSE,B,123737,577868.3799999999,51.04,4.124,138.0332,8.15
15,2012-05-11,2012,5,19,2,May,FALSE,B,123737,579539.95,54.23,4.055,138.0882667,8.15
15,2012-05-18,2012,5,20,2,May,FALSE,B,123737,600050.9800000001,58.84,4.029,138.1065806,8.15
15,2012-05-25,2012,5,21,2,May,FALSE,B,123737,693780.4200000003,67.97,3.979,138.1101935,8.15
15,2012-06-01,2012,6,22,2,Jun,FALSE,B,123737,663971.26,67.61,3.915,138.1138065,8.15
15,2012-06-08,2012,6,23,2,Jun,FALSE,B,123737,611390.6699999998,59.35,3.871,138.1174194,8.15
15,2012-06-15,2012,6,24,2,Jun,FALSE,B,123737,636737.6499999998,67.7,3.786,138.1295333,8.15
15,2012-06-22,2012,6,25,2,Jun,FALSE,B,123737,687085.5999999999,74.28,3.722,138.1629,8.15
15,2012-06-29,2012,6,26,2,Jun,FALSE,B,123737,624099.4799999999,68.91,3.667,138.1962667,8.15
15,2012-07-06,2012,7,27,3,Jul,FALSE,B,123737,678024.75,74.64,3.646,138.2296333,8.193
15,2012-07-13,2012,7,28,3,Jul,FALSE,B,123737,591335.5000000003,72.62,3.689,138.263,8.193
15,2012-07-20,2012,7,29,3,Jul,FALSE,B,123737,592369.2199999996,75.31,3.732,138.2331935,8.193
15,2012-07-27,2012,7,30,3,Jul,FALSE,B,123737,571190.8300000001,73.9,3.82,138.2033871,8.193
15,2012-08-03,2012,8,31,3,Aug,FALSE,B,123737,590739.6200000001,73.13,3.819,138.1735806,8.193
15,2012-08-10,2012,8,32,3,Aug,FALSE,B,123737,590453.6299999998,73.99,3.863,138.1437742,8.193
15,2012-08-17,2012,8,33,3,Aug,FALSE,B,123737,579738.2,70.29,3.963,138.1857097,8.193
15,2012-08-24,2012,8,34,3,Aug,FALSE,B,123737,606210.7699999998,66.98,3.997,138.2814516,8.193
15,2012-08-31,2012,8,35,3,Aug,FALSE,B,123737,610185.3199999998,71.42,4.026,138.3771935,8.193
15,2012-09-07,2012,9,36,3,Sep,TRUE,B,123737,587259.82,71.61,4.076,138.4729355,8.193
15,2012-09-14,2012,9,37,3,Sep,FALSE,B,123737,527509.76,65.44,4.088,138.5673,8.193
15,2012-09-21,2012,9,38,3,Sep,FALSE,B,123737,533161.64,60.34,4.203,138.6534,8.193
15,2012-09-28,2012,9,39,3,Sep,FALSE,B,123737,553901.9700000001,57.13,4.158,138.7395,8.193
15,2012-10-05,2012,10,40,4,Oct,FALSE,B,123737,573498.64,59.57,4.151,138.8256,7.992
15,2012-10-12,2012,10,41,4,Oct,FALSE,B,123737,551799.6300000001,49.12,4.186,138.9117,7.992
15,2012-10-19,2012,10,42,4,Oct,FALSE,B,123737,555652.7700000001,52.89,4.153,138.8336129,7.992
15,2012-10-26,2012,10,43,4,Oct,FALSE,B,123737,558473.6,55.75,4.071,138.7281613,7.992
16,2010-02-05,2010,2,5,1,Feb,FALSE,B,57197,477409.2999999998,19.79,2.58,189.3816974,7.039
16,2010-02-12,2010,2,6,1,Feb,TRUE,B,57197,472044.27999999997,20.87,2.572,189.4642725,7.039
16,2010-02-19,2010,2,7,1,Feb,FALSE,B,57197,469868.7,21.13,2.55,189.5340998,7.039
16,2010-02-26,2010,2,8,1,Feb,FALSE,B,57197,443242.17,18.12,2.586,189.6018023,7.039
16,2010-03-05,2010,3,9,1,Mar,FALSE,B,57197,444181.85,27.92,2.62,189.6695049,7.039
16,2010-03-12,2010,3,10,1,Mar,FALSE,B,57197,445393.74,28.64,2.684,189.7372075,7.039
16,2010-03-19,2010,3,11,1,Mar,FALSE,B,57197,504307.34999999986,33.45,2.692,189.734262,7.039
16,2010-03-26,2010,3,12,1,Mar,FALSE,B,57197,483177.1999999997,29.88,2.717,189.7195417,7.039
16,2010-04-02,2010,4,13,2,Apr,FALSE,B,57197,490503.69,36.19,2.725,189.7048215,6.842
16,2010-04-09,2010,4,14,2,Apr,FALSE,B,57197,424083.98999999993,34.21,2.75,189.6901012,6.842
16,2010-04-16,2010,4,15,2,Apr,FALSE,B,57197,436312.41,45.69,2.765,189.6628845,6.842
